"","playlistlikesum","songtitlesum","songlikesum","singersum","songlyricsum"
"11","1122","슬픔이여 이제 안녕","5235","자우림","슬픔이여 이젠 안녕 다신 나를 찾지 말아 줘 어떤 추운 밤에도 어떤 궂은 날에도 저녁 어스름이 진 내 작은 창가에 어느새 별들이 내린다 너를 떠나 살 수 있을까 나의 가장 오랜 벗이여 나는 네가 없이는 내가 아닐 것 같아 차가운 너의 품 안에서 눈 감으면 어느새 꿈속을 걷는다 저기 먼 숲에서 짙은 어둠이 끝없이 속삭이는 너의 이름 영원히 돌아오지 못할 것만 같아 다시 너에게로 간다면 슬픔이여 그러니 안녕 이젠 나를 그만 놓아 줘 어떤 추운 밤에도 어떤 궂은 날에도 너에게 건네려는 마지막 인사에 어느새 눈물이 내린다"
"12","1122","한숨","244214","이하이","숨을 크게 쉬어봐요 당신의 가슴 양쪽이 저리게 조금은 아파올 때까지 숨을 더 뱉어봐요 당신의 안에 남은 게 없다고 느껴질 때까지 숨이 벅차올라도 괜찮아요 아무도 그댈 탓하진 않아 가끔은 실수해도 돼 누구든 그랬으니까 괜찮다는 말 말뿐인 위로지만 누군가의 한숨 그 무거운 숨을 내가 어떻게 헤아릴 수가 있을까요 당신의 한숨 그 깊일 이해할 순 없겠지만 괜찮아요 내가 안아줄게요 숨이 벅차올라도 괜찮아요 아무도 그댈 탓하진 않아 가끔은 실수해도 돼 누구든 그랬으니까 괜찮다는 말 말뿐인 위로지만 누군가의 한숨 그 무거운 숨을 내가 어떻게 헤아릴 수가 있을까요 당신의 한숨 그 깊일 이해할 순 없겠지만 괜찮아요 내가 안아줄게요 남들 눈엔 힘 빠지는 한숨으로 보일진 몰라도 나는 알고 있죠 작은 한숨 내뱉기도 어려운 하루를 보냈단 걸 이제 다른 생각은 마요 깊이 숨을 쉬어봐요 그대로 내뱉어요 누군가의 한숨 그 무거운 숨을 내가 어떻게 헤아릴 수가 있을까요 당신의 한숨 그 깊일 이해할 순 없겠지만 괜찮아요 내가 안아줄게요 정말 수고했어요"
"13","1122","나의 외로움이 널 부를 때","17280","장필순","널 위한 나의 마음이 이제는 조금씩 식어가고 있어 하지만 잊진 않았지 수많은 겨울들 나를 감싸안던 너의 손을 서늘한 바람이 불어올 때쯤엔 또 다시 살아나 그늘진 너의 얼굴이 다시 내게 돌아올 수 없는 걸 알고 있지만 가끔식 오늘 같은 날 외로움이 널 부를땐 내 마음속에 조용히 찾아와줘 널 위한 나의 기억이 이제는 조금씩 지워지고 있어 하지만 잊진 않았지 힘겨운 어제들 나를 지켜주던 너의 가슴 이렇게 내 맘이 서글퍼 질때면 또다시 살아나 그늘진 너의 얼굴이 다시 내게 돌아올 수 없는 걸 알고 있지만 가끔식 오늘 같은 날 외로움이 널 부를땐 내 마음속에 조용히 찾아와줘"
"14","1122","그대로 있어 주면 돼","4123","장필순","버리고 싶은건 니가 아니였어 버려지는건 내가 되어줄께 이렇게 그냥 버려둬오지마  차마 할수없는 그 말들때문에 더 힘들지도 몰라 더 묻지마 아무것도 하지마 눈뜨고 있으면 여전히 우린 다시 살아갈꺼야 니가 매일 다니는 골목 그곳만 그대로 있어주면 돼 니 생각밖엔 할 줄 모르는 날 위해 울지는 마 버리고 싶은건 니가 아니였어 버려지는건 내가 되어줄께 이렇게 그냥 버려둬오지마  니가 매일 다니는 골목 그곳만 그대로 있어주면 돼 니 생각밖엔 할 줄 모르는 날 위해  이젠 심한말로 날 아프게 한데도 좋아 너를 더 많이 웃게 해주지 못한 나를 용서해줘 니가 매일 다니는 골목 그곳만 그대로 있어주면 돼 니 생각밖엔 할 줄 모르는 날 위해 제발 울지는 마 울지는 마"
"15","1122","탈진","37896","김영근","푹 주저앉아 꿰매고 있어 너덜너덜 해진 나의 상처를 어떻든 가야 하지 쉴 수 없는 길 위에 있잖아 힘이 넘쳤던 그 때 출발점에서 나를 믿어줬던 따라줬던 눈동자 이제 달라진 걱정과 불안의 눈빛 몰래 한 땀 한 땀 상처를 메꾸네 tell me tell me oh what I have to do oh call me call me oh when you need me always 좀만 아물면 좀 숨만 돌리면 날 그 때처럼 믿어줘 잠시 감은 나의 두 눈을 tonight tell me tell me oh what I have to do oh call me call me 날 사랑한다구 좀만 아물면 좀 숨만 돌리면 날 그 때처럼 믿어줘 잠시 감은 나의 두 눈을 tonight 그 때처럼 믿어줘 잠시 감은 나의 두 눈을"
"16","1122","같이 걸을까","42064","이적","피곤하면 잠깐 쉬어가 갈 길은 아직 머니까 물이라도 한잔 마실까 우린 이미 오래 먼 길을 걸어온 사람들이니까  높은 산을 오르고 거친 강을 건너고 깊은 골짜기를 넘어서 생의 끝자락이 닿을 곳으로 오늘도  길을 잃은 때도 있었지 쓰러진 적도 있었지 그러던 때마다 서로 다가와 좁은 어깨라도 내주어 다시 무릎에 힘을 넣어  높은 산을 오르고 거친 강을 건너고 깊은 골짜기를 넘어서 생의 끝자락이 닿을 곳으로 오늘도  어느 곳에 있을까 그 어디로 향하는 걸까 누구에게 물어도 모른 채 다시 일어나  산을 오르고 강을 건너고 골짜기를 넘어서 생의 끝자락이 닿을 곳으로 오늘도"
"17","1122","기도","27584","윤하 YOUNHA","그대가 길을 잃었을 때 빛으로 비춰 주리 바람에 마음 흔들릴 때 나 그대의 손 잡아 주리 그대를 위해 기도합니다 지켜 달라고 기도합니다 나의 바램이 닿을 수 있게 닫혀진 문이 서서히 열려 상처에 울고 때론 지쳐서 절망에 갇혀 아프지 않길 마음을 다해 그대의 위로가 되길 오늘도 나는 기도합니다 그대를 위해 기도합니다 지켜 달라고 기도합니다 거칠은 바다 고된 이 세상 항해를 떠난 그대를 위해 상처에 울고 때론 지쳐서 절망에 갇혀 아프지 않게 마음을 다해 그대의 위로가 되길 오늘도 나는 기도합니다"
"18","1122","너의 얘길 들어줄게","35471","윤미래","울고있는 슬픈 네게 힘들었던 네게 가슴으로 불러주는 널 위한 노래 혼자란 생각이 들때 갑자기 눈물이 날때 아무도 너의 곁에 없다고 느낄때 기억해 혼자가 아닌걸 세상이 늘 아프게해도 이젠 외로워도 슬퍼도 울지는마 말없이 널 안아줄게 너의 얘길 들어줄게 돌아봐 내가 있을게 니가 흘린눈물 모두 닦아줄게 너의 외로움도 잠이 오지않은 밤에 쓸쓸한 빈 방에 너의 얘길 들어줄 누군가 없을때 쏟아지는 빗물처럼 힘든일이 네게 올때 피할곳도 없이 흠뻑 너를 적실 때 기억해 혼자가 아닌걸 세상이 늘 아프게해도 이젠 외로워도 슬퍼도 울지는마 말없이 널 안아줄게 너의 얘길 들어줄게 돌아봐 내가 있을게 니가 흘린눈물 모두 닦아줄게 너의 외로움도"
"19","1122","Rainy Day","7025","러브홀릭","Cause rainy day 그래서 한껏 울 수 있던 날 아무런 말 아무런 이유도 모른 채 널 보냈던 날 영원히 나의 기억 속에서 가장 슬픈 날이 된 그날 Its rainy day 힘들게 이별을 말했던 날 가엾은 난 한없이 초라해져 눈물만 흘렸던 날 하늘도 나의 맘을 위로해 끝도 없이 울어준 그날 이제 날 가게 하세요 여기서 멈춰서요 늘 난 그대의 옆자리를 서성일 뿐 한번도 내 사랑임을 또 난 그대 것임을 느끼지 못한 날 원망했었죠 Its rainy day 아무런 이유도 모른 채 널 보냈던 날 아픈 내 눈물도 비가 되어 네게 보이지 못한 그날 이제 난 보내야 해요 이쯤에서 끝내요 늘 난 그대의 옆자리를 서성일 뿐 영원히 내사람 아닌 절대 그럴 수 없는 나쁜 내 사랑을 버려야 하죠 이제 날 가게 하세요 여기서 멈춰서요 늘 난 그대의 옆자리를 서성일 뿐 한번도 내 사랑임을 또 난 그대 것임을 느끼지 못한 날 욕했던 나죠"
"20","1122","기억을 걷는 시간","127534","넬 NELL","아직도 너의 소리를 듣고 아직도 너의 손길을 느껴 오늘도 난 너의 흔적 안에 살았죠 아직도 너의 모습이 보여 아직도 너의 온기를 느껴 오늘도 난 너의 시간 안에 살았죠 길을 지나는 어떤 낯선이의 모습속에도 바람을 타고 쓸쓸히 춤추는 저 낙엽위에도 뺨을 스치는 어느 저녁의 그 공기속에도 내가 보고 듣고 느끼는 모든 곳에 니가 있어 그래 어떤가요 그대 어떤가요 그댄 당신도 나와 같나요 어떤가요 그대 지금도 난 너를 느끼죠 이렇게 너를 부르는 지금 이순간도 난 그대가 보여 내일도 난 너를 보겠죠 내일도 난 너를 듣겠죠 내일도 모든게 오늘 하루와 같겠죠 길을 지나는 어떤 낯선이의 모습속에도 바람을 타고 쓸쓸히 춤추는 저 낙엽위에도 뺨을 스치는 어느 저녁의 그 공기속에도 내가 보고 듣고 느끼는 모든 곳에 니가 있어 그래 어떤가요 그대 어떤가요 그댄 당신도 나와 같나요 어떤가요 그대 길가에 덩그라니 놓여진 저 의자위에도 물을 마시려 무심코 집어든 유리잔 안에도 나를 바라보기위해 마주한 그 거울속에도 귓가에 살며시 내려앉은 음악속에도 니가있어 어떡하죠 이젠 어떡하죠 이젠 그대는 지웠을텐데 어떡하죠 이젠 우린 랄라라 라랄라랄라 랄라라 라랄라랄라 랄라라 라랄라랄라 어떡하죠 이젠 랄라라 라랄라랄라 랄라라 라랄라랄라 랄라라 라랄라랄라라 어떡하죠 이젠 그리움의 문을 열고 너의 기억이 날 찾아와 자꾸 눈시울이 붉어져 어떡하죠 이젠 그리움의 문을 열고 너의 기억이 날 찾아와 자꾸만 가슴이 미어져 어떡하죠 이젠 그리움의 문을 열고 너의 기억이 날 찾아와 자꾸 눈시울이 붉어져 어떡하죠 이젠 그리움의 문을 열고 너의 기억이 날 찾아와 자꾸만 가슴이 미어져 어떡하죠 이젠 랄라라 라랄라랄라 랄라라 라랄라랄라 랄라라 라랄라랄라 랄라라 라랄라랄라 랄라라 라랄라랄라 랄라라 라랄라랄라 랄라라 라랄라랄라 랄라라 라랄라랄라 랄라라 라랄라랄라 랄라라 라랄라랄라 랄라라 라랄라랄라 랄라라 라랄라랄라"
"21","1122","정류장","67849","버스커 버스커","해질 무렵 바람도 몹시 불던 날 집에 돌아오는 길 버스 창가에 앉아 불어오는 바람 어쩌지도 못한채 난 그저 멍할뿐이였지 난 왜 이리 바본지 어리석은 지 모진 세상이란걸 아직 모르는 지 터지는 울음 입술 물어 삼키며 내려야지하고 일어설 때 저 멀리 가까워 오는 정류장 앞에 희미하게 일렁이는 언제부터 기다렸는지 알 수도 없는 발만 동동 구르고 있는 그댈 봤을때 나는 아무말도 못하고 그댈 안고서 그냥 눈물만 흘러 자꾸 눈물이 흘러 이대로 영원히 있을수만 있다면 오 그대여 그대여서 고마워요 낙엽이 뒹굴고 있는 정류장 앞에 희미하게 일렁이는 까치발 들고 내 얼굴 찾아 헤매는 내가 사준옷을 또 입고온 그댈 봤을때 나는 아무말도 못하고 그댈 안고서 그냥 눈물만 흘러 자꾸 눈물이 흘러 이대로 영원히 있을수만 있다면 오 그대여 그대여서 고마워요"
"22","1122","내일","29740","한희정","모두가 돌아간 자리 행복한 걸음으로 갈까 정말 바라던 꿈들을 이룬 걸까 밀렸던 숙제를 하듯 빼곡히 적힌 많은 다짐들 벌써 일어난 눈부신 해가 보여 또 하루가 가고 내일은 또 오고 이 세상은 바삐 움직이고 그렇게 앞만 보며 걸어가란 아버지 말에 울고 셀수록 가슴이 아픈 엄마의 늘어만 가는 주름 조금 늦어도 괜찮단 입맞춤에 또 하루가 가고 내일은 또 오고 이 세상은 바삐 움직이고 그렇게 앞만 보며 걸어가란 아버지 말에 또 한참을 울고 다짐을 해보고 어제 걷던 나의 흔적들은 푸르른 하늘 위로 나의 꿈을 찾아 떠나고 난 고집스런 내일 앞에 약속을 하고 매일"
"23","1122","응원","12345","곽진언","사람들 틈에서 외롭지 않고 잿빛도시가 익숙해져요 열평 남짓 나의 집이 아늑한 걸요 한번쯤 멋지게 살고팠는데 이제는 많이 지치나봐요 괜찮다고 말하는게 편안해져요 누구나 알고 있듯이 누구나 그렇게 살듯이 나에게도 아주 멋진 날개가 있다는 걸 압니다 당당하게 살거라 어머니의 말씀대로 그때처럼 억지처럼 축쳐진 어깨를 펴봅니다 세상을 바꾸겠다며 집을 나섰던 아이는 내가 아니지만 그래도 힘을 내자 누구나 알고 있듯이 모두가 그렇게 살듯이 나에게도 아주 멋진 날개가 있다는 걸 압니다 당당하게 살거라 어머니의 말씀대로 그때처럼 억지처럼 축 쳐진 어깨를 펴봅니다"
"24","1122","지친 하루","75827","윤종신","거기까지라고 누군가 툭 한마디 던지면 그렇지 하고 포기할 것 같아 잘한 거라 토닥이면 왈칵 눈물이 날 것만 같아 발걸음은 잠시 쉬고 싶은 걸 하지만 그럴 수 없어 하나뿐인 걸 지금까지 내 꿈은 오늘 이 기분 때문에 모든 걸 되돌릴 수 없어 비교하지 마 상관하지 마 누가 그게 옳은 길이래 옳은 길 따위는 없는 걸 내가 택한 이곳이 나의 길 미안해 내 사랑 너의 자랑이 되고 싶은데 지친 내 하루 위로만 바래 날 믿는다 토닥이면 왈칵 눈물이 날 것만 같아 취한 한숨에 걸터앉은 이 밤 해낼게 믿어준 대로 하나뿐인 걸 지금까지 내 꿈은 오늘 이 기분 때문에 모든 걸 되돌릴 수 없어 비교하지 마 상관하지 마 누가 그게 옳은 길이래 옳은 길 따위는 없는 걸 내가 좋은 그곳이 나의 길 부러운 친구의 여유에 질투하지는 마 순서가 조금 다른 것뿐 딱 한 잔만큼의 눈물만 뒤끝 없는 푸념들로 버텨줄래 그 날이 올 때까지 믿어준 대로 해왔던 대로 처음 꿈꿨던 대로 오늘 이 기분 때문에 모든 걸 되돌릴 수 없어 비교하지 마 상관하지 마 누가 그게 옳은 길이래 옳은 길 따위는 없는 걸 내가 걷는 이곳이 나의 길 옳은 길 따위는 없는 걸 내가 걷는 이곳이 나의 길"
"25","1122","청춘 Feat 이상순","19955","김동률","우리들 만났다 하면 날이 새도록 끝나지 않던 이야기 서로의 꿈들에 함께 부풀었었고 설레였고 내일이 두근거렸지 언제부턴가 하루가 짧아져만 갔고 우리들 마음은 점점 조급해져 갔지 영원할 것 같았던 많은 것들 조금씩 사라져갔지 서로가 참 솔직했었던 그때가 그리워 때로는 쓰라렸고 때로는 부끄럽고 그래서 고맙던 거칠 게 없던 시절 모든 걸 나눌 수 있었고 같은 꿈을 꾸던 시절 뭐가 달라진 걸까 우린 지금 무엇이 중요하게끔 된 걸까 다들 모처럼 모인 술자리에서 끝없이 하는 이야기 그때가 좋았다 언제부턴가 더는 꺼내지 않는 스무살 서로의 꿈들 우리가 참 힘이 됐었던 그때가 그리워 때로는 다독이고 때로는 나무라고 그래서 고맙던 외롭지 않던 시절 모든 걸 나눌 수 있었고 같은 길을 걷던 시절 뭐가 달라진 걸까 우린 지금 무엇이 소중하게끔 된 걸까 우린 결국 이렇게 어른이 되었고 푸르던 그 때 그 시절 추억이 되었지 뭐가 달라진 걸까 우린 아직 뜨거운 가슴이 뛰고 다를 게 없는데 뭐가 이리 어려운 걸까"
"26","1122","걱정말아요 그대","167970","이적","그대여 아무 걱정 하지 말아요 우리 함께 노래 합시다 그대 아픈 기억들 모두 그대여 그대 가슴에 깊이 묻어 버리고 지나간 것은 지나간 대로 그런 의미가 있죠 떠난 이에게 노래 하세요 후회없이 사랑했노라 말해요 그대는 너무 힘든 일이 많았죠 새로움을 잃어 버렸죠 그대 슬픈 얘기들 모두 그대여 그대 탓으로 훌훌 털어 버리고 지나간 것은 지나간 대로 그런 의미가 있죠 우리 다 함께 노래 합시다 후회없이 꿈을 꾸었다 말해요 지나간 것은 지나간 대로 그런 의미가 있죠 우리 다 함께 노래 합시다 후회없이 꿈을 꾸었다 말해요 지나간 것은 지나간 대로 그런 의미가 있죠 우리 다 함께 노래 합시다 후회없이 꿈을 꾸었다 말해요 새로운 꿈을 꾸겠다 말해요"
"27","1122","우울한 너에게","9876","메이트","맘 없는 사랑은 진실할 수 없다는 걸 알잖아 두려운 믿음은 너를 지치게 할 것도 알잖아 여전히 내딛고 있는 그 마음을 돌려 때론 행복은 내겐 어울리지 않을 것만 같고 허전한 마음은 어떤 것으로도 채울 수 없을 때 여전히 힘들어 하는 그 마음을 돌려 원하지 않는 아픔이 내 맘을 조여왔었다는 걸 잘 알잖아 그 맘은 나도 잘 알아 돌이킬 수 없이 너무도 멀리 돌아와 이제는 힘들 거라고 오늘을 그저 보내고 세상은 너무 외롭고 나 홀로 남겨진 사람이라고 느낄때 그럴 땐 돌아서 내 손을 잡아주기를 내게로 돌아오기를 너도 가끔씩은 그런 네 모습을 벗고 싶겠지 때론 누군가가 벌여놓은 장난인 것 같겠지 하지만 그렇지 않아 하지만 그렇지 않아 원하지 않는 아픔이 내 맘을 조여왔었다는 걸 잘 알잖아 그 맘은 나도 잘 알아 돌이킬 수 없이 너무도 멀리 돌아와 이제는 힘들 거라고 오늘을 그저 보내고 세상은 너무 외롭고 나 홀로 남겨진 사람이라고 느낄때 그럴 땐 돌아서 내 손을 잡아주기를 내게로 돌아오기를  돌이킬 수 없이 너무도 멀리 돌아와 이제는 힘들 거라고 오늘을 그저 보내고 세상은 너무 외롭고 나 홀로 남겨진 사람이라고 느낄때 그럴 땐 돌아서 내 손을 잡아주기를 내게로 돌아오기를"
