"","playlistlikesum","songtitlesum","songlikesum","singersum","songlyricsum"
"11","1286","500AM","708","CHAPLYNN","감이 오질 않는 걸 아직도 감당 할 수 없는 걸 무심히 날 내려보는 달에 나를 누르는 이 공기 그속에 나 내가 아닌 걸 깨어나질 않는걸 하지만 잠들 수도 없는 걸 무심히 흐르는 시간 안에 갇혀져버린 이 공기 그속에 나 내가 아닌 걸 아직도 뭐가 어떻게 된건지 아직도 시간 흐를수록 난 시작도 끝도 아닌 어제와 오늘의 낯선 경계 그안에 나 아직 깨있어 하늘은 점점 밝아오는데 왜 나는 점점 흐려지는데 또 누군가의 하루는 이미 시작 되는데 왜난 이렇게 난 Anyway the sky becoming Blue By the way my mind becoming Blue 눈 감고싶지만 잠들고 싶진 않아 왠지 이 시간이 그래 아직도 뭐가 어떻게 된건지 아직도 시간 흐를수록 난 시작도 끝도 아닌 어제와 오늘의 낯선 경계 그안에 나 아직 깨있어 하늘은 점점 밝아오는데 왜 나는 점점 흐려지는데 또 누군가의 하루는 이제 시작 되는데 왜 난 이렇게 난 Anyway the sky becoming Blue By the way my mind becoming Blue 눈 감고싶지만 잠들고 싶진 않아 왠지 이 시간이 그래 Anyway the sky becoming Blue By the way my mind becoming Blue Anyway the sky becoming Blue By the way my mind becoming Blue"
"12","1286","Song For Me","7025","박정현","그저 무작정 혼자 버스에 몸을 실었지 창 밖의 사람들 멍하니 보며 혼자서 웃고 울지 내게도 미래가 있을까 되는 일 하나도 없는 데 꿈꾸는 대로 된다는 데 간절히 원하면 된다는 데 그건 너무 먼 얘기 지금 나에게 필요한 건 작더라도 손에 닿을 희망 세상이라는 무거운 짐을 힘들지 않게 느낄 수 있는 용기 친구들을 만나도 속마음은 숨기게 돼 어둡고 좁은 집에 돌아오면 또 다른 외로움이 잘 지내냔 엄마의 전화 끊고 나면 한없는 눈물 꿈꾸는 대로 된다는 데 좋은 생각만 가지라는 데 아직 늦진 않았어 힘든 기억도 추억이 돼 편하기만 한 여행은 없잖아 언제까지나 미룰 순 없어 작은 기적은 내가 시작해야 해 길고도 좁던 저 골목 모퉁이 돌아설 때면 상상도 못할 멋진 세상 기다리고 있겠지 이대로 주저앉진 않아 바보같이 울지도 않을 거야 어리광도 안 할래 내가 얼마나 소중한지 세상에 맘껏 소리쳐줄 거야 세월이 흘러 생의 끝자락 뒤돌아볼 때 후횐 없도록 한 점의 후회 갖지 않도록 I live I I live"
"13","1286","표정 Feat 윤현상 김이지","7266","크래커 CRACKER","너와 단둘이 앉아 있어 지금 넌 무슨 생각하는지 따로 물어보지 않아도 니 맘속이 다 보이는걸 너와 같이 밥을 먹을 때도 같이 길을 걸을 때도 항상 웃고 있었잖아 넌 내가 싫은 말을 해도 가끔 우리 다툴 때도 그런 표정 아니었잖아 오늘이 정말 마지막이라면 우린 그냥 웃으면 돼 그저 그 표정만 기억하도록 말이야 다시 웃어줄래 하하하하 하하하하 하하하하 하하하하 하하하아 너와 단둘이 앉아 있어 우리는 같은 생각하는지 지금 하려는 말 아마도 서로 다 알고 있는가 봐 너와 같이 밥을 먹을 때도 같이 길을 걸을 때도 항상 웃고 있었잖아 넌 내가 싫은 말을 해도 가끔 우리 다툴 때도 그런 표정 아니었잖아 오늘이 정말 마지막이라면 우린 그냥 웃으면 돼 그저 그 표정만 기억하도록 말이야 다시 웃어줄래 하하하하 하하하하 하하하하 하하하하 하하하아 너와 단둘이 앉아 있어 우리는 같은 생각하는지 지금 하려는 말 아마도 서로 다 알고 있는가 봐"
"14","1286","어딜 가든 나쁜 사람들은 있잖아요","14640","TAEK","좋은 일들만 그대를 성장 시키지는 않을 거야 힘들 거에요 어딜 가든 나쁜 사람들은 있잖아요 미안해요 현실적인 말로 너를 위로하고 싶진 않지만 꿈을 말하긴 지금이 너무 힘든 시기인걸 알잖아요 내가 웃으면서 너와 대화 할게요 난 너만 있음 되는걸요 니가 눈물을 흘린다면 난 같이 울어줄 수 있어요 너의 짐이 풀린다면 내가 웃으면서 너와 대화 할게요 난 너만 있음 되는걸요 니가 눈물을 흘린다면 난 같이 울어줄 수 있어요 너의 짐이 조금 풀린다면 이렇게라도 아아아아아아아 힘들 거에요 어딜 가든 나쁜 사람들은 있잖아요"
"15","1286","Blind Feat Rachel Lim","17577","JIDA 지다","Im trapped in a sleepless night In a spell and I cant break out Im staring out with my head all blank Charmed by the sky as the moon shines bright And its the light covering my sight But not so much that I could have you out my mind And I just dont know why You make me wonder how you even got my heart Ill let you for a while Im blinded by the night you left behind Found myself in everything you are Maybe some time later Ill be fine But Ill let you go some other night Im blinded by your night Maybe its a wish that I cant let go Just a memory no it feels too real So much that I cant have you out my mind Youd find a way back Ill let you for a while Im blinded by the night you left behind Found myself in everything you are Maybe some time later Ill be fine But Ill let you go some other night Im blinded by your night If only I knew how to let this go If only I didnt know you at all I wish I never have sung this song But Ill let you go some other night You have me in dark and you stole my night I wish for the day to never light"
"16","1286","잊어버리고 싶어요","4626","브로콜리너마저","잊혀지지 않았으면 하는 것들이 바보 같은 일상에 밀려가는 날 마음속에 뽑히지 않는 가시 같은 말에 아끼는 스웨터의 올이 나가 버린 날 무릎에 앉은 딱지를 자꾸 긁게 되는 밤 손댈수록 뿌옇게 되는 수채화 속 하늘 할 수 있는 일보다 언제나 앞선 마음에 슬퍼하는 일은 언제나 뒤늦은 나의 몫 좋았었던 일들부터 먼저 잊어주세요 차라리 그러면 견디는 일이 조금은 쉬울까 행복했던 기억 하나로만 버텨왔던 날은 쉽게도 무너지네요 잊어버리고 싶어요 그 좋았었던 날들이 왜 지금 나를 자꾸만 무너지게 하나요 지워버리고 싶어요 그 좋았었던 사람이 왜 지금 나를 자꾸만 힘이 들게 하나요 좋았었던 일들부터 먼저 잊어주세요 차라리 그러면 견디는 일이 조금은 쉬울까 행복했던 기억 하나로만 버텨왔던 날은 쉽게도 무너지네요 잊어버리고 싶어요 그 좋았었던 날들이 왜 지금 나를 자꾸만 무너지게 하나요 지워버리고 싶어요 그 좋았었던 사람이 왜 지금 나를 자꾸만 힘이 들게 하나요 잊어버리고 싶어요"
"17","1286","우울한 날들에 최선을 다해줘","7776","안녕하신가영","혼자만의 적당한 시간과 여유 속에 궁금한 게 있어 충분히 많은 사람들 속에서 나는 왜 자꾸만 쉽게 슬퍼지는지 예감했던 일들은 꼭 그렇게 되는지 놀랍지도 않지 바뀌지 않을 내 모습처럼 그냥 또 이렇게 여기서 난 슬퍼할래 우 우울한 날들에 최선을 다해줘 이 음악이 절대 끝나지 않도록 울고 싶은 날엔 눈물을 보여줘 이 노래가 절대 슬프지 않게 나를 잘 알 것 같단 말은 하지 말아줘 그럴수록 난 더 알 수 없게끔 돼 버리니까 그런 말들에 괜찮은 듯 웃어넘기는 모습 뒤에는 슬퍼하는 날 만나지 않게 우 우울한 날들에 최선을 다해줘 이 음악이 절대 끝나지 않도록 울고 싶은 날엔 눈물을 보여줘 이 노래가 절대 슬프지 않도록 울부짖어요 맘껏 울부짖어요 오 오오 울부짖어요 우 우울한 날들에 최선을 다해줘 이 음악이 절대 끝나지 않도록 울고 싶은 날엔 눈물을 보여줘 이 노래가 절대 슬프지 않게"
"18","1286","수고했어 오늘도","84895","옥상달빛","세상 사람들 모두 정답을 알긴 할까 힘든 일은 왜 한번에 일어날까 나에게 실망한 하루 눈물이 보이기 싫어 의미 없이 밤 하늘만 바라봐 작게 열어둔 문틈 사이로 슬픔 보다 더 큰 외로움이 다가와 더 날 수고했어 오늘도 아무도 너의 슬픔에 관심 없대도 난 늘 응원해 수고했어 오늘도  빛이 있다고 분명 있다고 믿었던 길마저 흐릿해져 점점 더 날 수고했어 오늘도 아무도 너의 슬픔에 관심 없대도 난 늘 응원해 수고했어 수고했어 수고했어 오늘도  수고했어 오늘도 아무도 너의 슬픔에 관심 없대도 난 늘 응원해 수고했어 오늘도"
"19","1286","별일 없이 산다","7412","장기하와 얼굴들","니가 깜짝 놀랄만한 얘기를 들려주마 아마 절대로 기쁘게 듣지는 못할거다 뭐냐 하면 나는 별일없이 산다 뭐 별다른 걱정 없다 나는 별일없이 산다 이렇다 할 고민 없다 니가 들으면 십중팔구 불쾌해질 얘기를 들려주마 오늘밤 절대로 두다리 쭉 뻗고 잠들진 못할거다 그게 뭐냐면 나는 별일없이 산다 뭐 별다른 걱정 없다 나는 별일없이 산다 이렇다 할 고민 없다  이번건 니가 절대로 믿고 싶지가 않을거다 그것만은 사실이 아니길 엄청 바랄거다 하지만 나는 사는게 재밌다 하루하루 즐거웁다 나는 사는게 재밌다 매일매일 신난다 나는 사는게 재밌다 하루하루 즐거웁다 나는 사는게 재밌다 매일매일 신난다  나는 별일없이 산다  나는 별일없이 산다  나는 사는게 재밌다 나는 사는게 재밌다 매일매일 하루하루 아주그냥"
"20","1286","The Light","118","Organic Science","Ill be the light Ill be the light 그렇죠 그랬었죠 youre right Im wrong 나는 그저 실없는 웃음뿐 두 눈을 가리고 하찮은 세상에 빠진 youre Mr dark youre Mr darkness 더이상 말하지마 youre right Im wrong 너의 꿈이 마치 나의 꿈인 듯 But I have dreamed of making my world 날 가릴 순 없지 The light I Miss the light 세상은 돌아가지 난 또 변하지 만가지 잔가지 다 쳐버리고 하늘에 뻗은 내 손이 닿을 그곳에서 Ill be the light Ill be the light Ill be the light Ill be the light 더이상 말하지마 youre right Im wrong You will never fly high But I have dreamed of making my world 날 가릴 순 없지 The light I Miss the light 세상은 돌아가지 난 또 변하지 만가지 잔가지 다 쳐버리고 하늘에 뻗은 내 손이 닿을 그곳에서 Ill be the light Ill be the light Ill be the light Ill be the light"
"21","1286","Home to Stay 효리네 민박 타이틀","3100","쏠라티","Ooh you only live once Do whatever you want Ooh oohooh 데려가 줘 너의 맘이 머무는 곳 머물러줘 나의 맘이 쉬는 곳에 Oh I like the way you smile I like the way you sing I like the way you dance Were so much better together Oh I like the way you talk I like the way you sing I like the way you dance were so much better together Ooh you only live once Do whatever you want Ooh you only live once Do whatever you want Ooh oohooh Ooh oohooh 꿈같던 순간 여기에 남겨두고 언젠가 다시 돌아올 수 있을까 Home to stay Ooh you only live once Do whatever you want Ooh oohooh I like the way you sing I like the way you dance Ooh oohooh I like the way you sing I like the way you dance"
"22","1286","안아줄게","373","팬시 FANXY","왠지 지친 표정이 자꾸 맘에 걸려서 무슨 일 있어 밥은 먹었어 물어도 그냥 웃기만 하는 너 아무에게도 말하지 못한 마음 털어놓지 않아도 돼 그냥 이렇게 함께 있는 게 네게 휴식이 된다면 I Hug U 안아줄게 내가 지친 마음을 안아줄게 내가 특별한 해답을 줄 순 없겠지만 불러줄게 내가 널 위한 노래를 툭 툭 털어놓고 아주 잠시 지쳐있는 널 위해 왠지 우울해 보여 살짝 마른 것 같아 어디 아파 잠은 좀 잤어 물어도 별일 아니야 하는 너 누구에게도 말하지 못한 얘기 털어놓지 않아도 돼 그냥 이렇게 나란히 걷는 게 네게 휴식이 된다면 I Hug U 안아줄게 내가 지친 마음을 안아줄게 내가 특별한 해답을 줄 순 없겠지만 불러줄게 내가 널 위한 노래를 툭 툭 털어놓고 아주 잠시 지쳐있는 널 위해 이건 아주 흔한 위로의 말 하지만 진짜인 맘 from the bottom of my heart 어두운 밤 별빛처럼 널 비춰 I Hug U 안아줄게 내가 네 지쳐 버린 마음을 안아줄게 내가 특별한 해답을 줄 순 없겠지만 해답을 줄 순 없겠지만 불러줄게 내가 널 위한 이 노랠 툭 툭 털어놓고 아주 잠시 지쳐있는 널 위해"
"23","1286","산책","2310","담소네공방","하늘은 맑고 내 맘은 흐리고 생각은 많고 정답은 없고 마음이 어렵고 티 내긴 싫고 나 요즘 왜 이럴까 하루가 길고 재미는 없고 할 일은 많은데 내키질 않고 이렇게 살면 무엇이 될까 나는 도무지 알 수 없네 밖으로 나가 산책을 할 거야 자꾸 작아져 사라질 것 같아 나의 용기는 어디로 갔는지 한숨도 안 나오네 세상은 넓고 내 맘은 좁고 별일도 아닌데 신경질 나고 이렇게 살면 무엇이 될까 나는 도무지 알 수 없네 밖으로 나가 산책을 할 거야 자꾸 작아져 사라질 것 같아 나의 용기는 어디로 갔는지 밖으로 나가 산책을 할 거야 자꾸 작아져 사라질 것 같아 나의 용기는 어디로 갔는지 한숨도 안 나오네"
"24","1286","웃으며 넘길래","40365","제이레빗J Rabbit","거리에 많은 사람들 어딘가로 향하는 빠른 발걸음 그렇게 모두 살아가지 가슴 속 깊은 사연들 저마다 아픈 구석 하나쯤은 있네 그렇게 모두 살아가지 가끔은 뭐 하나 되는 일이 없고 한없이 작아지고 주저앉고 싶어도 하지만 단 한 가지 나에게 꿈이 있다네 힘들다 뭐래도 난 그냥 웃으며 넘길래 세상을 모른다 해도 아직 많은 길이 남았대도 내 가슴이 뛰네 언제나 그렇듯 웃으며 넘길래 스쳐간 많은 사람들 언제부턴지 기억나질 않네 그런게 모두 추억이지 가끔은 뭐 하나 되는 일이 없고 한없이 작아지고 주저앉고 싶어도 하지만 단 한 가지 나에게 꿈이 있다네 힘들다 뭐래도 난 그냥 웃으며 넘길래 세상을 모른다 해도 아직 많은 길이 남았대도 내 가슴이 뛰네 언제나 그렇듯 웃으며 넘길래"
"25","1286","Yangyang","267","이어스 Ears","9월의 밤 여름의 끝 자락에서 나는 홀로 떠났지 어떤 도망이었는지 몰라 일상과 일탈의 경계에서 나는 헤메이고 있었지 어떤 파도였는지 몰라 스쳐 지나갈 줄 알았던 낯선 바람들이 지나쳐 갈 줄 알았던 낯선 파도들이 가슴 속 깊숙히 스며들어 내 온몸을 촉촉하게 적셔 그리움의 파도 그리운 것은 분명한 그때 지치지 않는 감성 나의 사랑했던 그때 함께 들었던 별들의 노래를 우리가 마셨던 파도의 숨결을 비에 젖은 잔잔한 바다는 빗 방울 하나하나 그리움의 일부가 되고 익숙해진 고요함의 파도는 나의 마음에 한 차례 흔적이 되고 스쳐 지나갈 줄 알았던 낯선 바람들이 지나쳐 갈 줄 알았던 낯선 파도들이 가슴 속 깊숙히 스며들어 내 온몸을 촉촉하게 적셔 그리움의 파도 그리운 것은 분명한 그때 지치지 않는 감성 나의 사랑했던 그때 함께 들었던 별들의 노래를 우리가 마셨던 파도의 숨결을 지치지 않는 감성 나의 사랑했던 그때 함께 들었던 별들의 노래를 우리가 마셨던 파도의 숨결을"
"26","1286","Among the stars","151","구하은","Among the clouds Among the clouds stars stars 차가운 공기가 시원하게 다가와 긴 하루를 마친 후엔 눈뜰 힘도 없네 돌아가는 길 고갤 더 이상 떨굴 수도 없어 위를 쳐다본다 Among the clouds Among the clouds stars stars Among the stars Among the stars stars stars 많은 사람들이 하루 마무리할 이 자정 넘은 시간의 거리는 가로등과 별만이 밝혀주네 가로등과 별만이 밝혀주네 Among the clouds Among the clouds stars stars Among the stars Among the stars stars stars"
"27","1286","사랑받고 싶었을 뿐인데","576","Around 어라운드","하루를 별일 없이 보내다 보면 내가 쓸모 없는 사람같이 느껴져 분명 꿈이 있었는데 이젠 그랬나 싶기도 해 엄마 잃은 아이처럼 울고만 있다가 누가 날 찾아다 줄 것 같아서 믿고만 있다가 억지로 울음을 참았지만 그러자 아무도 보지 않아 사랑 받고 싶었을 뿐인데 뭘 사랑했는지 까지 다 잊어버렸어 사랑 하고 싶었을 뿐인데 다들 날 싫어하지 않을 뿐 엄마 나 어떡해야 돼 묻고만 있다가 엄마가 알려다 줄 것 같아서 믿고만 있다가 억지로 불안을 감췄지만 그러자 아무도 보지 않아 사랑 받고 싶었을 뿐인데 뭘 사랑했는지 까지 다 잊어버렸어 사랑 하고 싶었을 뿐인데 다들 날 싫어하지 않을 뿐 난 관심을 바라지 않았어 가끔 칭찬을 바랬지만 나와 너를 다 잃어버렸지 왜 이렇게 됐을까 사랑 받고 싶었을 뿐인데 뭘 사랑했는지 까지 다 잊어버렸어 사랑 하고 싶었을 뿐인데"
"28","1286","Youth","9367","다섯 Dasutt","큰 꿈 부풀어 안고 마냥 앞만 보며 달려왔던 나는 어떤가요 뒤도 돌아보고 주위를 둘러보며 마주하는 나를 놓쳤네요 걱정이 많던 난 너무 급했었나 봐 작은 방 안에다 날 가둬놓았나 봐 늘 불안했던 마음 늘 초라했던 날 알아 문이 열리는 그날 우리 다시 만나보자 큰 꿈 부풀어 안고 마냥 앞만 보며 달려왔던 나는 어떤가요 뒤도 돌아보고 주위를 둘러보며 마주하는 나를 놓쳤네요 이제야 와서 난 엄마의 마음을 알아 늘 응원한다는 말 흘려 들었었나 봐 늘 불안했던 마음 늘 초라했던 날 알아 문이 열리는 그날 우리 다시 만나보자 큰 꿈 부풀어 안고 마냥 앞만 보며 달려왔던 나는 어떤가요 뒤도 돌아보고 주위를 둘러보며 마주하는 나를 놓쳤네요 큰 꿈 부풀어 안고 마냥 앞만 보며 달려왔던 나는 어떤가요 뒤도 돌아보고 주위를 둘러보며 마주하는 나를 놓쳤네요"
