"","playlistlikesum","songtitlesum","songlikesum","singersum","songlyricsum"
"11","2551","신청곡 Feat SUGA of BTS","199695","이소라","창밖엔 또 비가 와 이럴 땐 꼭 네가 떠올라 잠이 오지 않아 내방엔 이 침묵과 쓸쓸한 내 심장 소리가 미칠 것만 같아 So I turn on my radio 낯선 목소리가 들려오고 And on the radio 슬픈 그 사연이 너무 내 얘기 같아서 Hey DJ play me a song to make me smile 마음이 울적한 밤에 나 대신 웃어줄 그를 잊게 해줄 노래 Hey DJ play me a song to make me cry 가슴이 답답한 밤에 나 대신 울어줄 그를 잊게 해줄 노래 치열했던 하루를 위로하는 어둠마저 잠든 이 밤 수백 번 나를 토해내네 그대 아프니까 난 당신의 삶 한 귀퉁이 한 조각이자 그대의 감정들의 벗 때로는 familia 때때론 잠시 쉬어 가고플 때 함께임에도 외로움에 파묻혀질 때 추억에 취해서 누군가를 다시 게워낼 때 그때야 비로소 난 당신의 음악이 됐네 그래 난 누군가에겐 봄 누군가에게는 겨울 누군가에겐 끝 누군가에게는 처음 난 누군가에겐 행복 누군가에겐 넋 누군가에겐 자장가이자 때때로는 소음 함께 할게 그대의 탄생과 끝 어디든 함께 임을 기억하기를 언제나 당신의 삶을 위로할 테니 부디 내게 가끔 기대어 쉬어가기를 So I turn on my radio 낯선 목소리가 들려오고 And on the radio 슬픈 그 사연이 너무 내 얘기 같아서 Hey DJ play me a song to make me smile 마음이 울적한 밤에 나 대신 웃어줄 그를 잊게 해줄 노래 Hey DJ play me a song to make me cry 가슴이 답답한 밤에 나 대신 울어줄 그를 잊게 해줄 노래 창밖엔 또 비가 와 이럴 땐 꼭 네가 떠올라 잠이 오지 않아 난 어쩔 수 없나 봐"
"12","2551","괜찮아요","118976","비투비","어깨가 무겁나요 무거운 짐을 내려놓기가 참 쉽진 않죠 누군가 말했죠 내 꿈이 멀게만 느껴질 땐 잠시 쉬다 가세요 매일 같은 일상에 힘든가요 그건 누구를 위한 거죠 결국 또 쓰러질 텐데 힘들어 혼자라 느껴질 때 이 노랠 들어봐요 기대해 즐겨 듣던 그 멜로디 Woo woo 라디오에 흘러나올 그 목소리 Oh 내가 할 수 있는 건 노래 가사뿐이죠 힘들어도 괜찮아 괜찮아 괜찮아 잘될 거예요 I believe in you 3년째지 어느 곳도 날 원하지 않는 삶이 이제 군대라도 가야 하나 싶어서 부모님께 말씀드렸더니 딱 한마디 했어 어휴 그래서 말 못했지 하던 알바도 잘렸다고 Well 어제는 제대 직전인 친구가 휴가 나왔어 하는 말이 무섭대 대학서 배운 건 다 까먹었어 실업자 100만 시대 그런 건 잘 모르겠고 그 숫자가 차라리 통장 잔고였음 좋겠어 시끄러운 알람이 새벽부터 날 계속 재촉해 쫓기듯 나선 집 밖은 틈 없는 벼랑 끝 같아 뭘 하고 있지 아니 뭘 해야 하지 답이 없는 메아리 난 왜 밖에서 치이고 엄한 곳에다 화풀이해 좌표 없는 항해 위 방황하는 작은 종이배 억지로 눈물을 삼켜 어느새 한숨은 습관이 돼 알아 나도 바보 같은 거 남 앞에선 괜찮은 척 티 없이 해맑던 예전의 넌 지금 어딨니 기대해 즐겨 듣던 그 멜로디 Woo woo 라디오에 흘러나올 그 목소리 Oh 내가 할 수 있는 건 노래 가사뿐이죠 힘들어도 괜찮아 괜찮아 괜찮아 잘 될 거예요 I believe in you 사랑하는 가족들 가족 같은 친구들 얼굴 못 본 지가 밥 한번 먹자 한 뒤로 한 번쯤 여유를 가져도 나쁘진 않을 텐데 지금 내가 외롭진 않을 텐데 노랜 다 끝나가지만 아직 다 못한 말이 많아 모두가 나와 같은 맘이겠죠 기대해 즐겨 듣던 그 멜로디 멜로디 멜로디 라디오에 흘러나올 그 목소리 Oh 내가 할 수 있는 건 노래 가사뿐이죠 힘들어도 괜찮아 괜찮아 괜찮아 잘 될 거예요 I believe in you"
"13","2551","마지막으로 안아도 될까","22056","허각","마지막으로 안아도 될까 마지막으로 입 맞춰도 될까 마지막 한 번만 처음처럼 우리 웃어볼까 설레는 맘에 밤을 지새고 두근대는 맘 요동을 치던 어제 같은 우리 그때처럼 마지막으로 안아도 될까 마지막 네 온기 품어도 될까 흩어지는 슬픈 향기 기억에 베도록 꼭 끌어안은 젖은 그림자 이 밤을 뒤로 안녕 잠시만 안녕 돌아서기에는 더딘 발걸음 짓궂은 시간 우릴 보채고 약해진 마음 여미어 봐도 그 말만은 쉬이 떼지질 않아 마지막으로 안아도 될까 마지막 네 온기 품어도 될까 흩어지는 슬픈 향기 기억에 배도록 꼭 끌어안은 젖은 그림자 이 밤을 뒤로 안녕 잠시만 안녕 돌아서기에는 더딘 발걸음 우리 힘든 기약 대신 말없이 믿어보기로 해 반드시 한 뼘 더 자란 모습으로 네 앞에 설 테니까 그토록 봐왔던 얼굴 오늘은 유난히 더 예쁘구나 나보다 더 씩씩하게 웃어줘서 고마워 두 점이 된 우리 그림자 이 밤을 뒤로 안녕 잠시만 안녕 다른 길로 향한 서툰 발걸음 애써 재촉하는 낯선 발걸음"
"14","2551","누군가를 떠나 보낸다는 건","10827","먼데이 키즈 Monday Kiz","기나긴 여행 될까 봐 난 어색했었지 이 길 끝에 다 다르면 다른 세상이 올 거라 지친 숨을 내쉬며 애써 믿음에 기댔지 수척한 등뒤로 불던 그 바람이란 건 세상에 날 밀어내고 점점 모든 것을 쓸어내어 모두 지우라 말했지 그땐 참 유난스런 날들이었고 그땐 그 의미를 알지 못했어 누군가를 떠나 보낸다는 건 참 서글픈 일이야 참 어려운 일이야 한참을 지나서야 모두 알았죠 난 계속 이길 혼자 걸어 왔네요 어디부터 잘못됐을까 생각을 또 뒤집어 봐요 그때 그댈 잡았더라면 하루가 너무나 짧아 아쉬워했지 왠지 모를 기대감 가끔 설레기도 해 그게 다 인줄 알았어 다들 이유를 안고 매일 살아가는 데 난 혼자라는 그늘 그 안에 숨어 있어 이제서야 사랑을 느꼈어 그땐 참 유난스런 날들이었고 그땐 그 의미를 알지 못했어 누군가를 떠나 보낸다는 건 참 서글픈 일이야 참 어려운 일이야 한참을 지나서야 모두 알았죠 난 계속 이길 혼자 걸어 왔네요 그댈 떠나 보내고 이렇게 누굴 떠나 보낸다는 건 이겨낼 수 없는 거짓이더라 시간을 거슬러가서 처음 만난 얼굴로 다시 꼭 한번 보고 싶은데 꼭 한번 안고 싶은데"
"15","2551","오월의 어느 봄날 Feat 첸CHEN","50798","임한별","오월의 어느 봄날 우리는 헤어졌다 어색하게 안녕하고 서로 등을 돌렸다 돌아오는 발걸음 온통 다 니가 묻어있어 실감이 안 나서 아프지도 않았다 오 난 습관처럼 널 매일마다 찾을 걸 그렇게 내 전부였던 널 보낸다 어떻게 사랑할까 또다시 누굴 만나 아무 일 없던 것처럼 환하게 웃고 살아갈 수 있을까 언젠가 널 만나면 내 얘길 해 줄 거야 많이 아팠다고 힘들었다고 그때의 내가 특별할 줄 알았던 우리 둘의 이야기는 아무것도 아니었던 그저 흔한 사랑일 뿐 뭔가 잘못한 것처럼 숨기고 지워내기만 해 사랑했던 나는 없었던 것처럼 오 난 괜찮다가도 문득 니가 떠올라 그때마다 또다시 널 이별한다 어떻게 사랑할까 또다시 누굴 만나 아무 일 없던 것처럼 환하게 웃고 살아갈 수 있을까 언젠가 널 만나면 내 얘길 해 줄 거야 많이 아팠다고 힘들었다고 그때의 내가 서툰 사랑도 추억도 가져가 너도 나만큼 힘들기를 원해 떠나가 어떻게 사랑할까 또다시 누굴 만나 아무 일 없던 것처럼 환하게 웃고 살아갈 수 있을까 오월의 어느 봄날 괜히 더 따뜻한 날 찬란했던 우리 그 모든 순간 이젠 안녕"
"16","2551","봄 여름 가을 겨울 SSFW","47694","찬열 CHANYEOL","Natural 자연스런 너 계절 같은 너 난 그 안에 서 있어 Spring blossom처럼 내게 넌 내 맘 깊은 곳에 yeah 뿌려져 퍼져 babe 사계처럼 찾아와 줘 너무 조급하지 않게 Four seasons 우린 이렇게 봄 여름 안에 피고 또 붉게 물드네 We dont change our minds 짙어진 잎이 떨어질 때 더 안아 추윌 달랠래 벌써 계절의 반이 갔네 조금 더 가까워져 너에게 비가 쏟아져도 우린 뜨거운 사랑에 몸을 말렸지 시간 속엔 가끔은 익숙한 것에 내 맘이 변할 때마다 넌 사계처럼 찾아와 줘 전혀 익숙하지 않게 Four seasons 우린 이렇게 봄 여름 안에 피고 또 붉게 물드네 We dont change our minds 짙어진 잎이 떨어질 때 더 안아 추윌 달랠래 달력을 넘길 때쯤엔 우리의 사랑은 더욱더 채워져 가는 걸 You mean the world to me 네 개의 계절이 우릴 거치고 나면 하나씩 채워져 가는 love Im fallin in love with you Four seasons 우린 이렇게 봄 여름 안에 피고 또 붉게 물드네 We dont change our minds 짙어진 잎이 떨어질 때 더 안아 추윌 달랠래"
"17","2551","이젠 보낸다","3535","노을","눈을 뜬다 어제와 같은 곳에 있다 이런 내가 오늘을 살 수 없게 됐다 그 수많았던 흔적들을 날 붙잡았던 지난날을 이젠 보낸다 시간 속에 너를 흘려버린다 그래야만 난 숨이라도 쉴 수 있어서 노을이 진다 아름답던 그대도 사라진다 매일 후회 속에 살던 나를 참 바보 같던 지난날을 그만 보낸다 그 무거웠던 모든 짐을 벗을 수 없던 두려움을 이젠 보낸다 시간 속에 너를 흘려버린다 그래야만 난 숨이라도 쉴 수 있어서 노을이 진다 아름답던 그대도 사라진다 매일 후회 속에 살던 나를 참 바보 같던 지난날을 그만 보낸다 나를 사로잡던 옛 이야기들이 흩어져간다 문이 열린다 따스한 햇살이 나를 비춘다 아직까지 난 모든 것이 낯설겠지만 다시 걷는다 눈앞에 펼쳐진 길을 걷는다 누군가에게 참 간절했을 오늘이란 시간 속에서 나를 만난다"
"18","2551","사라져가는 하루","3807","빌리어코스티","문을 나서면 다시는 널 볼 수 없을지도 몰라 잘 모르겠어 너 없는 내일이 떠오르지 않아 다 끝이라고 남겨둘 마음조차 없는 거라 내게 말을 해봐도 잊을 수 없을 것만 같은데 난 널 여전히 내 맘속에 남겨 놓은 채로 기어이 난 애써 날 잡아주던 널 떠나보내고서 소리 없이 외쳐보던 그 날들과 지워지지 않는 너의 모습에 떠밀리듯 사라져가는 하루를 보내 아닐 거라고 몇 번이고 아닐 거라 믿어왔던 너와의 이별까진 견딜 수 없을 것만 같은데 난 널 여전히 내 맘속에 남겨 놓은 채로 기어이 난 애써 날 잡아주던 널 떠나보내고서 소리 없이 외쳐보던 그 날들과 지워지지 않는 너의 모습에 떠밀리듯 사라져가는 하루를 보내 함께 걷던 길 어디선가 날 부르는 너의 목소리 들릴 것만 같아서 뒤돌아 너를 찾다가 나 이대로 너의 모습 다 사라질 때까지 번져버린 길 위에 우두커니 멈춰버린 채로 끝이라고 애써 맘을 돌리려 해도 나아지지 않는 나의 모습에 쓰러지듯 사라져가는 하루를 보내"
"19","2551","잘한 일인 거죠 Feat 한올","1781","레터 플로우","늦은 오후가 또 저물던 날 멍하니 창 밖을 바라보다 오래 전 우리가 생각나요 그대 지금은 어떤가요 바쁘던 하루가 또 지나고 저물어 가는 거리를 걷다 오래 전 우리가 생각이나 서글퍼지네요 잘한 일인 거죠 우리 그때 잘한 일인 거라고 나 믿을게요 그래도 아주 가끔은 우리 지난 모습이 후회가 되네요 다 괜찮은 거죠 이제 그대는 다 괜찮아진 거라고 말해줘요 내가 미안했어요 정말 미안했어요 그대 잘한 일인 거죠 우리 그때 잘한 일인 거라고 나 믿을게요 그래도 아주 가끔은 우리 지난 모습이 후회가 되네요 다 괜찮은 거죠 이제 그대는 다 괜찮아진 거라고 말해줘요 내가 미안했어요 정말 미안했어요 그대 내가 미안했어요 정말 고마웠어요 그대"
"20","2551","진심이 담긴 노래 True Song","91236","케이시 Kassy","어떻게 전할까 널 향한 내 진심 말로는 부족해 나 이렇게 노래해 겁이 많고 불안한 내가 너를 만나서 행복을 알게 됐어 기억나 우리 둘 처음 만난 그 날 많이 어색하고 낯설기만 했던 날 그러다 우연이 계속되고 그렇게 사랑하게 되고 그래서 행복하고 하루의 시작은 너와 눈을 마주보며 미소 짓는 일 어느새 닮아 있는 너와 나 괜스레 눈물이 나 너라는 사람이 내게 선물해준 모든 순간순간이 벅차도록 너무 소중해서 사랑을 알게 해줘서 정말 고마워 나를 웃게 하고 울리기도 하고 표현이 서툴던 내가 많이 변했어 누군가를 기다리는 일이 이렇게 설레는 일인지 이조차도 행복해 하루의 시작은 너와 눈을 마주 보며 미소 짓는 일 어느새 닮아 있는 너와 나 괜스레 눈물이 나 너라는 사람이 내게 선물해준 모든 순간순간이 벅차도록 너무 소중해서 사랑을 알게 해줘서 정말 고마워 밤에 울다 잠이 깼을 때 말없이 기대고 싶을 때 문득 보고 플 때 그냥 꼭 안아줘 널 향한 내 고백 이게 내 진심이야 내 모든 맘을 다 바쳐 노래해 내가 할 수 있는 모든 걸 담아 널 위해 부르는 거야 나의 전부를 진심이 담긴 노래"
"21","2551","겨울이라 이런 거면 좋겠다","15813","먼데이 키즈 Monday Kiz","제법 추워진 날씬데 혹시 감기는 안 걸렸니 나는 몸살도 심해서 약 없이 잠을 못자 요즘따라 친구는 그저 겨울이라 그렇대 봄이 오고 여름이 지나면 다 나아질 거래 괜찮아질 거래 차라리 겨울이라 이런 거면 좋겠다 그래서 나 이렇게 아픈 거면 좋겠다 나의 새벽엔 너 없는 날이 하루도 없어 불쑥 찾아와 아픈 말만 늘어놓고 또 다시 실컷 나를 밤새 괴롭히다가 이렇게 아침이 되면 사라지는 너야 두렵다 너를 보는 게 매일 마주하는 게 이 겨울 끝나면 조금은 괜찮을까 애꿎게 괜히 계절 탓만 하냐고 가슴 한 켠 손을 얹고 물으면 그건 아닌데 그냥 너 때문인데 차라리 겨울이라 이런 거면 좋겠다 그래서 나 이렇게 아픈 거면 좋겠다 나의 새벽엔 너 없는 날이 하루도 없어 불쑥 찾아와 아픈 말만 늘어놓고 또 다시 실컷 나를 밤새 괴롭히다가 이렇게 아침이 되면 사라지는 너야 두렵다 너를 보는 게 매일 마주하는 게 이 겨울 끝나면 조금은 괜찮을까 나에게는 난로 같은 너였어 혼자인 겨울은 너무나 춥다 차라리 겨울이라 이런 거면 좋겠다 그래서 나 이렇게 아픈 거면 좋겠다 그립다 예전 겨울이 너와 함께한 겨울 서로 바라만 보아도 따스했어 손을 잡고만 있어도 봄이었어"
"22","2551","마음아 미안해","9827","백아연","마음아 미안해 또 아프게 하네 나 왜 그랬을까 고작 그런 사람에게 너를 연 걸까 바보라 날 욕해 늘 이런 식이네 이럴 줄 몰랐어 헤픈 너로 만들어 버리고 말았어 넌 하루 종일 우는데 걘 웃고 있잖아 넌 이렇게 버거운데 걘 잘 지내니까 마음아 미안해 제발 그만해 아파하는 일 그래 봤자 몰라주니까 마음아 미안해 꼭꼭 잠궈 둘게 상처받지 않게 다신 너를 함부로 꺼내지 않을래 날 믿어줘 넌 하루 종일 우는데 걘 웃고 있잖아 넌 이렇게 버거운데 걘 잘 지내니까 마음아 미안해 제발 그만해 아파하는 일 그래 봤자 몰라주니까 시간이 지나면 웃을 순 있겠지 하지만 기억은 또 괴롭히겠지 꼭 벌받았으면 나만큼 아파 봤으면 아무리 후회해도 어쩔 수 없잖아 어차피 그럴 일이 그렇게 됐나 봐 마음아 미안해 제발 그만해 미워하는 일 그럴 가치도 없어 그러기엔 아까워 미안 마음아 정말 미안해"
"23","2551","사랑한다면서","11247","김필","헤어지자고 날 바라보며 너무 힘들다고 너무 외롭다고 그런 널 바라보며 난 사랑한다고 가지 말라고 이미 맘이 떠난 널 사랑해 사랑해 사랑해 아무리 붙잡고 아무리 울어도 떠나는 널 보며 널 사랑한다면서 니 맘을 아프게만 했어 난 누구보다 더 사랑한다고 니가 있어서 다행이라며 이렇게 바보처럼 난 헤어지자고 행복했다고 눈물 참는 너를 안아 줄 수 없어서 난 그저 멍하니 앉아 사랑한다고 미안했다고 널 외롭게 했던 날 미워해 미워해 미안해 아무리 원하고 아무리 원해도 넌 멀어져만 가 널 사랑한다면서 니 맘을 아프게만 했어 난 누구보다 더 사랑한다고 니가 있어서 다행이라며 이렇게 바보처럼 난 미안하다는 말 제발 하지마 날 사랑해준 너 그거면 충분해 사랑한단 말 아낄게 잘가 이젠 보내줄게 널 사랑한다면서 니 맘을 아프게만 했어 난 누구보다 더 사랑했는데 니가 있어서 행복했는데 이렇게 바보처럼 난 널 잡을 수가 없어 어떻게 잡을 수 있겠어 널 오직 너만을 사랑했는데 네가 아니면 난 안 되는데 이 말도 하지 못했어 널 사랑한다면서"
"24","2551","눈","16762","폴킴","눈이 내리는 밤 갈 곳을 잃은 난 차가운 이별 앞에 멈춰 서있어 창가에 비치는 초라한 내 마음 간신히 버티고 있어 무너지지 않게 꿈만 같던 순간이 한순간이었음을 눈을 감으면 모두 사라질까 이유 없이 자꾸 눈물이 나 아마 넌 이런 외로움 잘 모를 거야 언제쯤이면 이 모든 게 무뎌질까 아무 일 아닌 듯 그저 웃어넘기기에 난 어려워 우연히라도 널 마주하게 되면 어떤 마음으로 다시 웃어야 할지 다가가고 싶어도 돌이킬 수 없는 걸 모두 알면서 대체 난 뭘 원하는 걸까 이유 없이 자꾸 눈물이 나 그래 넌 이런 외로움 잘 모르겠지 언제쯤이면 이 모든 게 무뎌질까 아무 일 아닌 듯 그저 웃어넘기기에 난 어려워 차라리 모든 게 다 꿈이길 바라 난 아무것도 잃고 싶지 않아 끝없이 내리는 눈이 그친 뒤에야 모든 게 선명해졌어 분명해 이제 다시 너 땜에 울고 싶지 않아 그보다 나를 더 많이 사랑할 거야 고맙다는 말 꼭 전하고 싶은데 눈이 내리던 밤 널 그리던 어제의 난 이제 안녕"
